n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,optimization_time_sec,final_fit_time_sec,pricing_time_sec,total_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
200,120,40,40,40,6,51,0.2766762998980365,1.5949670564008396,0.005697881236767235,3.012948625953868,0.012794209003914148,0.0010559999500401318,3.0267988349078223,6,0,0.6719977739243878,1.3271930427073024
200,150,50,50,50,6,51,0.48319635746449624,1.7270970996247428,0.013686249825180491,2.3223831669893116,0.013768582954071462,0.001125750073697418,2.3372775000170805,6,0,1.167932384921995,1.5841044503800492
200,200,68,66,66,6,51,0.3992832902567412,1.2453156436691728,0.011068957150850031,2.7749812080874108,0.016340416972525418,0.0011826660484075546,2.7925042911083438,6,0,1.0503939714179675,1.494640609730551
400,240,80,80,80,6,51,0.15632179075431946,1.0329980599093092,0.00509308483231053,9.828496084024664,0.04947258305037394,0.0017190410871990025,9.879687708162237,6,0,0.30403754377503395,1.0773570361322466
400,300,100,100,100,6,51,0.13247338035352932,1.0395775814602146,0.005738295634759782,12.65859875100432,0.05537929304409772,0.0017894179909490049,12.715767462039366,6,0,0.1994389059379501,0.9584646614648614
400,400,134,133,133,6,51,0.031599282026400145,0.10130275804139899,0.0009685117342089062,15.61678283585934,0.07298529206309468,0.0019780000438913703,15.691746127966326,6,0,0.04408444723024721,0.0667196612198519
600,360,120,120,120,6,51,0.022061344752348642,0.09934226076737218,0.0005516640926059424,25.682580165972468,0.11632370803272352,0.0023920409148558974,25.801295914920047,6,0,0.027285093384617518,0.042231406827161755
600,450,150,150,150,6,51,0.0639632501459393,0.6108277108402049,0.002023862126996681,28.257999333029147,0.14084758394164965,0.002647750952746719,28.401494667923544,6,0,0.17932157804316587,0.9159319772709349
600,600,200,200,200,6,51,0.02209153232915473,0.0939112791849368,0.000610233681479078,32.64009966800222,0.1748289160314016,0.0027777920477092266,32.81770637608133,6,0,0.03724660174044641,0.059720159222956516
